UAI;Nom;Type;Statut public/privé;Adresse;CP;Commune;Académie;Département;Région;Téléphone;Téléphone normalisé;Mail ce.;Site web;SIREN;SIRET;Latitude;Longitude;Campus rattaché;Distance campus km;Source;Date extraction;Nature source;Code nature source;Type source;État source
0920130S;Lycée Descartes;Lycée;Public;1 avenue Lavoisier;92160;Antony;Versailles;Hauts-de-Seine;Ile-de-France;01 46 11 49 80;+33146114980;0920130s@ac-versailles.fr;https://lyceedescartesantony.fr/;199201302;19920130200015;48.749504855852706;2.3132139028518757;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0920144G;Lycée Agora;Lycée;Public;120 rue de Verdun;92800;Puteaux;Versailles;Hauts-de-Seine;Ile-de-France;01 45 06 06 41;+33145060641;ce.0920144g@ac-versailles.fr;https://lyc-agora-puteaux.ac-versailles.fr/;199201443;19920144300025;48.8781270152994;2.2347074545536483;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0920904H;Lycée Sainte-Marie;Lycée;Privé;2 rue de l'Abbaye;92160;Antony;Versailles;Hauts-de-Seine;Ile-de-France;01 46 11 58 00;+33146115800;lycee@ism-antony.org;http://www.saintemarieantony.fr;301546503;30154650300014;48.75382931490658;2.3000400788258974;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0911938M;Lycée Camille Claudel;Lycée;Public;17 rue Maximilien Robespierre, BP 78;91120;Palaiseau;Versailles;Essonne;Ile-de-France;01 60 14 29 29;+33160142929;0911938m@ac-versailles.fr;https://lyc-claudel-palaiseau.ac-versailles.fr/;199119389;19911938900013;48.718964780351044;2.233578035914618;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0911343R;Lycée professionnel Auguste Perret;Lycée;Public;1 avenue de la Liberté;91000;Evry-Courcouronnes;Versailles;Essonne;Ile-de-France;01 60 91 33 50;+33160913350;0911343r@ac-versailles.fr;https://lyc-perret-evry.ac-versailles.fr/;199113432;19911343200017;48.64043660966449;2.4350065137741477;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0912117G;Lycée polyvalent Notre-Dame de Sion;Lycée;Privé;1 avenue Ratisbonne;91000;Evry-Courcouronnes;Versailles;Essonne;Ile-de-France;01 69 47 32 32;+33169473232;direction@sion91.fr;http://www.sion91.fr;343085635;34308563500013;48.644051039551854;2.4350475723268343;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0920918Y;Lycée Jeanne d'Arc;Lycée;Privé;44 rue Gabriel-Péri;92120;Montrouge;Versailles;Hauts-de-Seine;Ile-de-France;01 42 53 18 95;+33142531895;secretariat.secondaire@jamontrouge.com;http://www.jamontrouge.com/;785406471;78540647100017;48.818782783691596;2.3185160238156888;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0910623H;Lycée Marcel Pagnol;Lycée;Public;3 avenue de la Terrasse Prolongée;91200;Athis-Mons;Versailles;Essonne;Ile-de-France;01 69 21 78 08;+33169217808;0910623H@ac-versailles.fr;https://lyc-pagnol-athis.ac-versailles.fr/;199106238;19910623800017;48.6980228484607;2.377876114426897;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0783283V;Lycée l'Ermitage;Lycée;Privé;18 rue des Côtes;78600;Maisons-Laffitte;Versailles;Yvelines;Ile-de-France;01 39 62 04 81;+33139620481;0783283V@ac-versailles.fr;http://www.ermitage.fr/index.cfm;338944580;33894458000020;48.942790721901126;2.1452723270924445;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0951147F;Lycée Fragonard;Lycée;Public;3 rue Fragonard, BP 11020;95290;L'Isle-Adam;Versailles;Val-d'Oise;Ile-de-France;01 34 08 19 91;+33134081991;0951147F@ac-versailles.fr;https://lyc-fragonard-isle-adam.ac-versailles.fr/;199511478;19951147800018;49.11642986132581;2.2244649791007705;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0911946W;Lycée Léonard de Vinci;Lycée;Public;Place Léonard de Vinci, BP 169;91240;Saint-Michel-sur-Orge;Versailles;Essonne;Ile-de-France;01 69 25 08 55;+33169250855;0911946W@ac-versailles.fr;https://lyc-vinci-st-michel.ac-versailles.fr/;199119462;19911946200018;48.62630563835178;2.3261215276205776;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0781860Y;Lycée Les Pierres Vives;Lycée;Public;1 rue des Alouettes;78420;Carrières-sur-Seine;Versailles;Yvelines;Ile-de-France;01 39 14 07 00;+33139140700;0781860Y@ac-versailles.fr;https://lyceelespierresvives.fr/;197818602;19781860200017;48.91370384820829;2.172377442981829;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0782593V;Lycée professionnel Jean Perrin;Lycée;Public;1 rue Lucien Sampaix;78210;Saint-Cyr-l'Ecole;Versailles;Yvelines;Ile-de-France;01 30 45 10 12;+33130451012;0782593v@ac-versailles.fr;https://lyc-perrin-st-cyr.ac-versailles.fr/;197825938;19782593800016;48.802860621963646;2.05957275024228;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0920898B;Lycée Rambam;Lycée;Privé;11 rue des Abondances;92100;Boulogne-Billancourt;Versailles;Hauts-de-Seine;Ile-de-France;01 46 05 27 19;+33146052719;0920898B@ac-versailles.fr;https://maimonide.fr/college-et-lycee/;321678591;32167859100017;48.84289076184112;2.2293480169597135;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0920985W;Lycée polyvalent La Trinité;Lycée;Privé;121 avenue Achille Peretti;92200;Neuilly-sur-Seine;Versailles;Hauts-de-Seine;Ile-de-France;01 47 45 46 33;+33147454633;;http://www.latrinite-neuilly.com;775728272;77572827200029;48.88402114132471;2.270111556387921;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0781856U;Lycée professionnel Saint-Érembert;Lycée;Privé;5 rue Salomon Reinach;78100;Saint-Germain-en-Laye;Versailles;Yvelines;Ile-de-France;01 39 21 58 58;+33139215858;etablissement@saint-erembert.com;https://www.saint-erembert.fr;390624468;39062446800059;48.89599108673565;2.099642839310491;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0783286Y;Lycée Saint-Érembert;Lycée;Privé;5 rue Salomon Reinach;78100;Saint-Germain-en-Laye;Versailles;Yvelines;Ile-de-France;01 39 21 58 58;+33139215858;etablissement@saint-erembert.com;https://www.saint-erembert.fr;390624468;39062446800026;48.89599108673565;2.099642839310491;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0951221L;Lycée privé Vauban;Lycée;Privé;23 place du Petit Martroy;95300;Pontoise;Versailles;Val-d'Oise;Ile-de-France;01 34 20 13 13;+33134201313;guillaume.bernard@lycee-vauban.com;http://www.lycee-vauban.com;878261270;87826127000010;49.05127565077627;2.097018853452311;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0781581V;Lycée professionnel Saint-Thomas de Villeneuve;Lycée;Privé;15 rue des Louviers;78100;Saint-Germain-en-Laye;Versailles;Yvelines;Ile-de-France;01 39 10 34 00;+33139103400;secretariat.stv@wanadoo.fr;https://www.stv-st-germain.fr/lyceeprofessionnel/;785124322;78512432200013;48.89814830396938;2.0918590195569897;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0920963X;Lycée professionnel Saint-François d'Assise;Lycée;Privé;33 bis et 35 rue Boris Vildé;92260;Fontenay-aux-Roses;Versailles;Hauts-de-Seine;Ile-de-France;01 46 61 29 95;+33146612995;sfa.secretariat@orange.fr;http://www.stfrancoisdassise.com;302451257;30245125700026;48.788630628184286;2.2807850401967347;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0951763A;Lycée Louis Jouvet;Lycée;Public;26 rue de Saint-Prix;95150;Taverny;Versailles;Val-d'Oise;Ile-de-France;01 34 18 41 20;+33134184120;0951763a@ac-versailles.fr;http://lyc-louisjouvet-taverny.ac-versailles.fr/;199517632;19951763200014;49.019492050995524;2.2086035848039076;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0950666H;Lycée polyvalent Georges Braque - Lycée des métiers de l'intelligence économique et du management;Lycée;Public;21 rue Victor Puiseux;95100;Argenteuil;Versailles;Val-d'Oise;Ile-de-France;01 39 96 50 50;+33139965050;0950666h@ac-versailles.fr;https://lyc-braque-argenteuil.ac-versailles.fr/;199506668;19950666800011;48.9505357569;2.250704093570664;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0951727L;Lycée Charles Baudelaire;Lycée;Public;13 rue du Grand Tremblay, BP 37;95470;Fosses;Versailles;Val-d'Oise;Ile-de-France;01 34 72 27 00;+33134722700;0951727L@ac-versailles.fr;https://lyc-baudelaire-fosses.ac-versailles.fr/;199517277;19951727700018;49.10154103411719;2.5050055873114405;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0910620E;Lycée Robert Doisneau;Lycée;Public;89 avenue Serge Dassault;91813;Corbeil-Essonnes;Versailles;Essonne;Ile-de-France;01 60 88 81 81;+33160888181;0910620E@ac-versailles.fr;https://lyc-doisneau-corbeil.ac-versailles.fr/;199106204;19910620400019;48.61309766332666;2.4592777190707977;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0912342B;Lycée polyvalent La Salle Igny;Lycée;Privé;10 avenue de la Division Leclerc;91430;Igny;Versailles;Essonne;Ile-de-France;01 69 35 15 00;+33169351500;accueil@lasalleigny.fr;https://www.lasalleigny.fr/;419078662;41907866200014;48.74124346981016;2.2281145910711135;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0921676X;Lycée professionnel Théodore Monod;Lycée;Public;26 avenue Léon Jouhaux;92160;Antony;Versailles;Hauts-de-Seine;Ile-de-France;01 46 11 46 71;+33146114671;0921676X@ac-versailles.fr;https://monod.pro/;199216763;19921676300011;48.73512716392446;2.3072894443804746;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0783325R;Lycée professionnel Saint-Vincent de Paul;Lycée;Privé;44 avenue de Saint-Cloud;78000;Versailles;Versailles;Yvelines;Ile-de-France;01 30 21 42 03;+33130214203;secretariat@lpstvincent.org;http://lpstvincent.org;305709875;30570987500010;48.80485717440169;2.13493658843343;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0912251C;Lycée polyvalent Henri Poincaré;Lycée;Public;36 rue Léon Bourgeois, BP 59;91120;Palaiseau;Versailles;Essonne;Ile-de-France;01 69 31 75 30;+33169317530;ce.0912251C@ac-versailles.fr;https://lyc-poincare-palaiseau.ac-versailles.fr/;199110339;19911033900017;48.70361532889546;2.237389426947363;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0922653J;Lycée polyvalent La Salle - Saint-Nicolas (Lycée des métiers);Lycée;Privé;19 rue Victor Hugo;92130;Issy-les-Moulineaux;Versailles;Hauts-de-Seine;Ile-de-France;01 41 46 15 15;+33141461515;0922653J@ac-versailles.fr;http://www.st-nicolas.org;389503103;38950310300035;48.82644117673118;2.275697500563575;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0922398G;Lycée Gustave Eiffel;Lycée;Public;78 avenue du Président Pompidou;92500;Rueil-Malmaison;Versailles;Hauts-de-Seine;Ile-de-France;01 55 47 13 13;+33155471313;0922398G@ac-versailles.fr;http://lyc-eiffel-rueil.ac-versailles.fr;199208042;19920804200010;48.87112739613935;2.1941475277095868;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0921156G;Lycée Galilée;Lycée;Public;79 avenue Chandon;92230;Gennevilliers;Versailles;Hauts-de-Seine;Ile-de-France;01 47 33 30 20;+33147333020;0921156G@ac-versailles.fr;https://lyc-galilee-gennevilliers.ac-versailles.fr/;199211566;19921156600013;48.920889618228884;2.302861248134882;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0783533S;Lycée polyvalent Camille Claudel;Lycée;Public;20 rue de la Lyre;78711;Mantes-la-Ville;Versailles;Yvelines;Ile-de-France;01 34 97 92 10;+33134979210;0783533S@ac-versailles.fr;https://www.lyceecamilleclaudelmantes.fr/;197802721;19780272100013;48.9640880760075;1.7162483232833152;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0922443F;Lycée Étienne-Jules Marey;Lycée;Public;154 rue de Silly;92100;Boulogne-Billancourt;Versailles;Hauts-de-Seine;Ile-de-France;01 46 05 01 26;+33146050126;0922443f@ac-versailles.fr;https://lyc-marey-boulogne.ac-versailles.fr/;199201526;19920152600027;48.83217609213943;2.2337704545450974;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0950646L;Lycée René Cassin;Lycée;Public;7 avenue François Mitterrand;95500;Gonesse;Versailles;Val-d'Oise;Ile-de-France;01 34 45 15 15;+33134451515;ce.0950646l@ac-versailles.fr;https://lyc-cassin-gonesse.ac-versailles.fr/;199506460;19950646000013;48.98474890088596;2.4300341996054278;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0781883Y;Lycée Dumont d'Urville;Lycée;Public;2 avenue de Franche-Comté;78310;Maurepas;Versailles;Yvelines;Ile-de-France;01 30 16 46 10;+33130164610;0781883Y@ac-versailles.fr;https://lyc-dumont-maurepas.ac-versailles.fr/;197818834;19781883400024;48.76423591028176;1.9521663410362289;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0951922Y;Lycée Camille Saint-Saëns;Lycée;Public;18 à 22 rue Guynemer, BP 92;95170;Deuil-la-Barre;Versailles;Val-d'Oise;Ile-de-France;01 34 28 64 00;+33134286400;0951922y@ac-versailles.fr;https://lyc-st-saens-deuil.ac-versailles.fr/;199519224;19951922400018;48.97196194133158;2.3361996742750746;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0911493D;Lycée professionnel des Frères Moreau;Lycée;Public;Route de Brunoy;91480;Quincy-sous-Sénart;Versailles;Essonne;Ile-de-France;01 69 00 10 70;+33169001070;0911493d@ac-versailles.fr;https://lyc-moreau-quincy.ac-versailles.fr/;199114935;19911493500018;48.675832224340674;2.531597065848594;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0920149M;Lycée Michelet;Lycée;Public;5 rue Jullien;92170;Vanves;Versailles;Hauts-de-Seine;Ile-de-France;01 46 42 61 50;+33146426150;0920149M@ac-versailles.fr;http://www.cite-scolaire-michelet-vanves.ac-versailles.fr/;199201492;19920149200014;48.82495893858087;2.287063145552871;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0783351U;Lycée Notre-Dame du Grandchamp;Lycée;Privé;97 rue Royale;78000;Versailles;Versailles;Yvelines;Ile-de-France;01 39 24 12 80;+33139241280;0783351U@ac-versailles.fr;http://www.nd-grandchamp.fr;785150459;78515045900010;48.793335807314556;2.1239771030962764;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0782568T;Lycée Alain;Lycée;Public;25 route de la Cascade;78110;Le Vésinet;Versailles;Yvelines;Ile-de-France;01 34 80 44 00;+33134804400;0782568t@ac-versailles.fr;https://lyc-alain-vesinet.ac-versailles.fr/;197825680;19782568000014;48.890869828101486;2.1226130249115056;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0922615T;Lycée Lucie Aubrac;Lycée;Public;13 rue de l'industrie;92400;Courbevoie;Versailles;Hauts-de-Seine;Ile-de-France;01 49 05 02 50;+33149050250;0922615T@ac-versailles.fr;https://lyc-aubrac-courbevoie.ac-versailles.fr/;200009066;20000906600024;48.89137296187969;2.2556102795283532;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0950761L;Lycée polyvalent privé Notre-Dame-de-la-Compassion;Lycée;Privé;8 place Nicolas-Flamel;95000;Pontoise;Versailles;Val-d'Oise;Ile-de-France;01 34 41 61 00;+33134416100;direction.ndcompassion@wanadoo.fr;https://www.ndcompassion.fr/;304095250;30409525000011;49.052231107321504;2.0994798788149396;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0783737N;Ecole générale et technologique privée Institut FFGOLF Haut niveau;Lycée;Privé;1 avenue du Golf, 78114 MAGNY LES HAMEAUX;78114;Magny-les-Hameaux;Versailles;Yvelines;Ile-de-France;0679715140;+33679715140;christel.goupilleau@ffgolf.org - P;;;;48.75526014554462;2.074312413709204;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0783856T;Lycée général et technologique privé La Jonchère;Lycée;Privé;18 avenue de la Jonchère, 78170 LA CELLE ST CLOUD;78170;La Celle-Saint-Cloud;Versailles;Yvelines;Ile-de-France;0181931092;+33181931092;contact@lajonchere.org;;848174926;84817492600024;48.85932165620619;2.147951617630735;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0922682R;Ecole générale et technologique privée du Racing-Métro 92;Lycée;Privé;11 rue Paul Langevin, 92350 LE PLESSIS ROBINSON;92350;Le Plessis-Robinson;Versailles;Hauts-de-Seine;Ile-de-France;0141875138;+33141875138;assia.ziane@ikigai-education.com;;;;48.77733466327517;2.2501795199369226;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0772153X;Lycée technologique Jean Rose - secteur tertiaire, sanitaire et social;Lycée;Privé;20 rue de Châage;77109;Meaux;Créteil;Seine-et-Marne;Ile-de-France;01 60 09 88 50;+33160098850;ltp.jeanrose@ecm-meaux.fr;https://ecm-meaux.fr/lycee-jean-rose/;784962474;78496247400010;48.963587083679414;2.879744147846858;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0931369H;Lycée professionnel privé Françoise Cabrini;Lycée;Privé;20 rue du Dr Sureau;93167;Noisy-le-Grand;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 15 16 25;+33148151625;direction.lp@cabrini.fr;http://cabrini.fr/;339933830;33993383000012;48.846151027322726;2.5490887631686205;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0931565W;Lycée Flora Tristan;Lycée;Public;27 rue des Hauts Roseaux;93160;Noisy-le-Grand;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 15 16 60;+33148151660;ce.0931565W@ac-creteil.fr;http://lyceefloratristan.fr/;199315656;19931565600017;48.84372546299013;2.574112902703786;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0930946Y;Lycée professionnel privé Saint-Vincent de Paul;Lycée;Privé;18 boulevard Félix Faure;93200;Saint-Denis;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 22 34 56;+33148223456;ce.0930946Y@ac-creteil.fr;https://stvincentstdenis.org/;785620980;78562098000017;48.93801248587419;2.359138732052198;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0942443V;Lycée GT Saint-Joseph;Lycée;Privé;55 rue de Verdun;94800;Villejuif;Créteil;Val-de-Marne;Ile-de-France;01 85 00 87 00;+33185008700;secretariat@groupestjoseph.fr;https://st-joseph-cachan-villejuif.fr/;778128413;77812841300052;48.79209467539006;2.353749354147424;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0932861E;Lycée privé réussite éducative valeurs et épanouissement;Lycée;Privé;3 rue Henri Wallon;93800;Epinay-sur-Seine;Créteil;Seine-Saint-Denis;Ile-de-France;01 42 35 88 88;+33142358888;ce.0932861E@ac-creteil.fr;;;;48.95380106640444;2.3202710195190304;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0931026K;Lycée polyvalent privé Protectorat Saint-Joseph;Lycée;Privé;36 rue Jacques Duclos;93600;Aulnay-sous-Bois;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 66 10 41;+33148661041;lycee@protectorat.fr;http://protectorat.fr;785484965;78548496500013;48.949788241300666;2.48962070496612;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0931573E;Lycée professionnel privé Robert Schuman;Lycée;Privé;5 avenue du Général de Gaulle;93440;Dugny;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 37 74 26;+33148377426;administration@lyceerobertschuman.com;http://www.lyceerobertschuman.com;784754244;78475424400035;48.9489464222051;2.41462548035602;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0772223Y;Lycée polyvalent René Descartes;Lycée;Public;4 boulevard Copernic;77420;Champs-sur-Marne;Créteil;Seine-et-Marne;Ile-de-France;01 64 68 25 07;+33164682507;ce.0772223y@ac-creteil.fr;https://www.rene-descartes.fr/;197722234;19772223400014;48.84485873497132;2.5859255385350295;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0930126G;Lycée polyvalent Auguste Blanqui;Lycée;Public;54 rue Charles Schmidt, BP 196;93400;Saint-Ouen;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 18 16 80;+33149181680;ce.0930126G@ac-creteil.fr;https://www.lyceeblanqui.fr/;199301268;19930126800025;48.90303260775702;2.333941143279612;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0771997C;Lycée professionnel Jacques Prévert;Lycée;Public;7 avenue Jean Jaurès, BP 115;77385;Combs-la-Ville;Créteil;Seine-et-Marne;Ile-de-France;01 64 13 42 60;+33164134260;ce.0771997c@ac-creteil.fr;http://www.lyceemetierscombs.net;197719974;19771997400010;48.65522404672208;2.564065406447481;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0771763Y;Lycée Charles le Chauve;Lycée;Public;4 rue Joseph Bodin de Boismortier;77680;Roissy-en-Brie;Créteil;Seine-et-Marne;Ile-de-France;01 60 34 20 20;+33160342020;ce.0771763y@ac-creteil.fr;https://lyceecharleslechauve.eu/lycee/Bienvenue.html;197717630;19771763000010;48.79924111309776;2.648171578531452;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0770945J;Lycée professionnel Gustave Eiffel;Lycée;Public;4 avenue d'Ormes, BP 4;77130;Varennes-sur-Seine;Créteil;Seine-et-Marne;Ile-de-France;01 64 70 52 80;+33164705280;ce.0770945j@ac-creteil.fr;http://lyceegustaveeiffel77.fr;197709454;19770945400015;48.37385618033897;2.92676770386737;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
